                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.6135,                 1.4243,                 1.6057,                 0.7082,                0.54002,                0.63531,                0.33305,                 1.6456,                 1.3786,                 1.6606,              0.0087271,              0.0087271,              0.0087271
                     21,                 1.6041,                 1.4085,                 1.6081,                0.72123,                0.56434,                 0.6463,                0.34578,                 1.6162,                 1.3637,                 1.6593,              0.0086564,              0.0086564,              0.0086564
                     22,                 1.5987,                 1.4022,                 1.6063,                0.66318,                0.59068,                0.64879,                0.35576,                 1.5868,                 1.3071,                 1.6254,              0.0085857,              0.0085857,              0.0085857
                     23,                  1.594,                 1.3944,                 1.5942,                0.75027,                0.59068,                0.68481,                0.37159,                 1.5772,                  1.264,                 1.5948,               0.008515,               0.008515,               0.008515
                     24,                 1.5825,                 1.3845,                 1.5909,                0.71996,                0.57953,                0.66347,                0.35738,                 1.5909,                 1.3009,                 1.6355,              0.0084443,              0.0084443,              0.0084443
                     25,                 1.5715,                 1.3595,                  1.576,                0.75841,                0.56839,                0.67948,                0.36768,                 1.5742,                 1.2707,                 1.6192,              0.0083736,              0.0083736,              0.0083736
                     26,                 1.5583,                 1.3541,                 1.5748,                0.75077,                0.59372,                0.69011,                0.38055,                 1.5638,                 1.2559,                 1.6033,              0.0083029,              0.0083029,              0.0083029
                     27,                 1.5474,                 1.3434,                 1.5652,                0.75187,                 0.6048,                0.69389,                0.37483,                 1.5708,                 1.2706,                 1.6033,              0.0082321,              0.0082321,              0.0082321
                     28,                 1.5425,                 1.3061,                  1.561,                0.70554,                0.63019,                0.68981,                0.37492,                 1.5873,                 1.2415,                 1.6071,              0.0081614,              0.0081614,              0.0081614
                     29,                 1.5332,                 1.3024,                 1.5451,                0.74763,                 0.6063,                0.69169,                0.37943,                 1.5405,                 1.2084,                 1.5937,              0.0080907,              0.0080907,              0.0080907
                     30,                 1.5195,                 1.2867,                 1.5463,                0.75233,                0.63093,                0.70369,                0.39629,                 1.4999,                 1.1842,                 1.5749,                0.00802,                0.00802,                0.00802
                     31,                 1.5041,                 1.2635,                 1.5301,                0.75206,                0.63121,                0.71036,                0.39217,                 1.5299,                 1.1857,                 1.5772,              0.0079493,              0.0079493,              0.0079493
                     32,                 1.5052,                  1.249,                 1.5403,                0.74024,                0.64032,                0.71253,                0.39836,                 1.5245,                 1.1891,                 1.5922,              0.0078786,              0.0078786,              0.0078786
                     33,                  1.497,                 1.2507,                 1.5302,                0.70691,                0.63728,                0.69981,                0.39129,                 1.5385,                  1.181,                 1.5917,              0.0078079,              0.0078079,              0.0078079
                     34,                 1.4967,                 1.2434,                 1.5257,                0.77153,                0.64438,                0.72555,                0.40887,                 1.5253,                 1.1221,                 1.5826,              0.0077371,              0.0077371,              0.0077371
                     35,                 1.4784,                 1.2104,                 1.5153,                0.78332,                0.62918,                0.72157,                0.40593,                  1.507,                 1.1284,                 1.5804,              0.0076664,              0.0076664,              0.0076664
                     36,                 1.4794,                 1.2044,                 1.5219,                0.77292,                0.65451,                 0.7256,                0.41266,                 1.5084,                 1.1276,                 1.5704,              0.0075957,              0.0075957,              0.0075957
                     37,                 1.4538,                 1.1815,                 1.4989,                0.77142,                0.64032,                0.72315,                0.40609,                 1.5259,                 1.1202,                 1.5978,               0.007525,               0.007525,               0.007525
                     38,                 1.4573,                 1.1724,                 1.5054,                0.77613,                0.65683,                0.72788,                0.40879,                 1.5012,                 1.1198,                  1.582,              0.0074543,              0.0074543,              0.0074543
                     39,                 1.4483,                 1.1689,                 1.4895,                0.78776,                0.67072,                0.74619,                 0.4219,                 1.4925,                 1.0781,                 1.5568,              0.0073836,              0.0073836,              0.0073836
                     40,                 1.4408,                 1.1616,                 1.4893,                0.78431,                0.64134,                0.72658,                0.40914,                 1.5195,                 1.0998,                 1.5817,              0.0073129,              0.0073129,              0.0073129
                     41,                 1.4387,                 1.1296,                 1.4894,                0.81334,                0.65046,                0.74441,                0.42041,                 1.4924,                 1.0638,                 1.5615,              0.0072421,              0.0072421,              0.0072421
                     42,                 1.4259,                 1.1332,                 1.4743,                0.79818,                0.67317,                0.75131,                0.42635,                 1.4813,                 1.0622,                 1.5479,              0.0071714,              0.0071714,              0.0071714
                     43,                 1.4303,                 1.1292,                 1.4842,                0.78777,                0.66667,                0.74443,                0.42267,                 1.4719,                 1.0628,                 1.5486,              0.0071007,              0.0071007,              0.0071007
                     44,                 1.4175,                 1.1241,                 1.4789,                0.79963,                0.66311,                0.74054,                 0.4259,                 1.4629,                  1.064,                 1.5593,                0.00703,                0.00703,                0.00703
                     45,                  1.399,                 1.0883,                 1.4597,                0.78161,                0.66768,                0.74003,                 0.4262,                 1.4724,                 1.0579,                 1.5373,              0.0069593,              0.0069593,              0.0069593
                     46,                 1.3948,                 1.0738,                 1.4539,                0.76761,                0.68693,                0.74947,                0.43352,                 1.4577,                 1.0585,                 1.5341,              0.0068886,              0.0068886,              0.0068886
                     47,                 1.3895,                 1.0746,                 1.4558,                0.79905,                0.68997,                0.74633,                 0.4363,                 1.4625,                 1.0378,                  1.558,              0.0068179,              0.0068179,              0.0068179
                     48,                 1.3738,                 1.0542,                 1.4442,                0.80828,                0.69402,                0.75451,                0.43649,                 1.4437,                  1.038,                  1.543,              0.0067471,              0.0067471,              0.0067471
                     49,                 1.3737,                 1.0519,                 1.4395,                0.79581,                 0.6849,                 0.7494,                0.43371,                 1.4545,                 1.0239,                 1.5256,              0.0066764,              0.0066764,              0.0066764
                     50,                 1.3589,                 1.0367,                  1.432,                0.78346,                0.69402,                0.75373,                0.43703,                 1.4409,                 1.0175,                 1.5264,              0.0066057,              0.0066057,              0.0066057
                     51,                 1.3558,                  1.037,                 1.4193,                0.82171,                 0.6768,                0.75976,                0.44292,                 1.4384,                  1.007,                 1.5245,               0.006535,               0.006535,               0.006535
                     52,                 1.3538,                  1.021,                  1.427,                0.83283,                0.67376,                0.76616,                0.44493,                 1.4273,                 1.0046,                 1.5242,              0.0064643,              0.0064643,              0.0064643
                     53,                 1.3413,                0.99742,                 1.4178,                0.81937,                0.66565,                0.76196,                 0.4436,                 1.4413,                 0.9971,                 1.5434,              0.0063936,              0.0063936,              0.0063936
                     54,                 1.3315,                0.98909,                 1.4127,                0.80121,                0.70719,                0.76181,                0.44912,                 1.4243,                0.99611,                 1.5272,              0.0063229,              0.0063229,              0.0063229
                     55,                 1.3404,                0.99187,                 1.4203,                0.79463,                0.70566,                0.76781,                0.44572,                  1.439,                0.98894,                  1.535,              0.0062521,              0.0062521,              0.0062521
                     56,                 1.3207,                0.99286,                 1.4047,                0.81677,                0.70455,                0.77099,                0.44582,                 1.4491,                0.97917,                 1.5476,              0.0061814,              0.0061814,              0.0061814
                     57,                  1.301,                 0.9619,                 1.3926,                0.80324,                0.70618,                0.77103,                0.45244,                 1.4135,                0.98144,                 1.5166,              0.0061107,              0.0061107,              0.0061107
                     58,                 1.3075,                 0.9558,                 1.3898,                0.82784,                 0.6967,                0.77557,                0.45627,                 1.4359,                0.96843,                 1.5236,                0.00604,                0.00604,                0.00604
                     59,                 1.3062,                0.95625,                 1.3936,                0.79198,                0.71361,                0.77425,                0.45707,                 1.4112,                0.97761,                 1.5155,              0.0059693,              0.0059693,              0.0059693
                     60,                 1.2821,                0.92695,                 1.3683,                0.80971,                0.72429,                0.77521,                0.45483,                 1.4091,                0.95716,                 1.5136,              0.0058986,              0.0058986,              0.0058986
                     61,                 1.2849,                0.93796,                 1.3711,                0.84657,                0.69504,                0.77796,                0.45891,                 1.4111,                0.96737,                 1.5038,              0.0058279,              0.0058279,              0.0058279
                     62,                 1.2702,                0.90949,                 1.3641,                0.83168,                0.71086,                0.77772,                0.45763,                 1.4032,                0.94579,                 1.5071,              0.0057571,              0.0057571,              0.0057571
                     63,                 1.2664,                0.90463,                 1.3577,                0.84912,                0.69565,                0.78129,                0.46508,                 1.3965,                 0.9456,                 1.4983,              0.0056864,              0.0056864,              0.0056864
                     64,                 1.2547,                0.89914,                 1.3559,                0.82917,                0.70213,                0.77648,                 0.4641,                 1.4088,                0.93015,                  1.512,              0.0056157,              0.0056157,              0.0056157
                     65,                 1.2584,                0.89934,                 1.3602,                0.81837,                0.72442,                0.78193,                0.46673,                 1.3898,                0.92491,                 1.4992,               0.005545,               0.005545,               0.005545
                     66,                 1.2465,                 0.8855,                 1.3422,                0.80844,                0.73658,                0.77798,                 0.4629,                 1.3865,                0.92664,                  1.497,              0.0054743,              0.0054743,              0.0054743
                     67,                 1.2333,                0.87914,                 1.3369,                0.84391,                0.71733,                0.78158,                 0.4693,                 1.3781,                0.92553,                 1.4937,              0.0054036,              0.0054036,              0.0054036
                     68,                 1.2268,                 0.8667,                 1.3281,                0.82503,                0.72746,                0.78388,                0.47186,                  1.386,                 0.9294,                 1.4962,              0.0053329,              0.0053329,              0.0053329
                     69,                 1.2277,                0.85179,                 1.3267,                0.83847,                0.71935,                0.78499,                0.47009,                 1.3832,                0.92513,                 1.4946,              0.0052621,              0.0052621,              0.0052621
                     70,                 1.2156,                0.85118,                 1.3266,                0.83157,                0.72138,                0.78563,                0.47075,                 1.3851,                0.91024,                 1.5036,              0.0051914,              0.0051914,              0.0051914
                     71,                 1.2095,                0.83119,                 1.3117,                 0.8433,                0.72746,                0.78634,                0.47641,                 1.3684,                0.89654,                 1.4838,              0.0051207,              0.0051207,              0.0051207
                     72,                 1.1993,                0.83779,                 1.3081,                0.82375,                0.72922,                0.78584,                0.47715,                 1.3717,                  0.912,                 1.4851,                0.00505,                0.00505,                0.00505
                     73,                 1.1926,                0.82781,                 1.2957,                0.82525,                0.73203,                0.78949,                0.47951,                 1.3604,                0.89833,                 1.4814,              0.0049793,              0.0049793,              0.0049793
                     74,                 1.1914,                0.81435,                 1.2989,                0.83301,                 0.7386,                0.78911,                   0.48,                 1.3707,                0.90532,                 1.4862,              0.0049086,              0.0049086,              0.0049086
                     75,                 1.1805,                0.81326,                 1.2902,                0.83963,                0.72671,                0.79029,                0.47802,                 1.3631,                0.90149,                 1.4858,              0.0048379,              0.0048379,              0.0048379
                     76,                 1.1742,                0.79756,                 1.2887,                0.84853,                0.72442,                0.79174,                0.48508,                 1.3424,                0.90358,                 1.4783,              0.0047671,              0.0047671,              0.0047671
                     77,                 1.1676,                0.79388,                  1.288,                0.84413,                0.73524,                0.79281,                0.48445,                 1.3431,                0.89686,                 1.4752,              0.0046964,              0.0046964,              0.0046964
                     78,                 1.1687,                0.79372,                 1.2855,                0.82957,                0.74772,                0.78749,                0.48454,                 1.3301,                0.90334,                 1.4617,              0.0046257,              0.0046257,              0.0046257
                     79,                 1.1534,                0.77394,                 1.2746,                0.82759,                0.74367,                 0.7879,                0.48555,                 1.3347,                0.89373,                 1.4668,               0.004555,               0.004555,               0.004555
                     80,                 1.1428,                 0.7709,                 1.2635,                0.82487,                0.74444,                0.78651,                0.48747,                 1.3323,                0.88213,                 1.4647,              0.0044843,              0.0044843,              0.0044843
                     81,                 1.1436,                 0.7533,                 1.2628,                0.83992,                0.72831,                0.78873,                 0.4869,                 1.3233,                0.88454,                 1.4604,              0.0044136,              0.0044136,              0.0044136
                     82,                 1.1354,                0.75665,                 1.2571,                0.81082,                0.74975,                0.78753,                0.49014,                 1.3195,                0.88774,                 1.4597,              0.0043429,              0.0043429,              0.0043429
                     83,                 1.1298,                0.75226,                 1.2673,                0.80785,                0.75684,                0.79068,                 0.4894,                 1.3225,                0.88619,                 1.4688,              0.0042721,              0.0042721,              0.0042721
                     84,                 1.1233,                0.74618,                  1.254,                0.84573,                0.72948,                0.79023,                0.49051,                 1.3224,                0.88084,                   1.47,              0.0042014,              0.0042014,              0.0042014
                     85,                 1.1093,                0.73964,                 1.2436,                0.84726,                0.73759,                0.79277,                0.49281,                 1.3143,                0.87959,                 1.4611,              0.0041307,              0.0041307,              0.0041307
                     86,                 1.1165,                0.74638,                 1.2462,                0.84113,                0.74028,                0.79388,                0.49498,                 1.3124,                0.87615,                 1.4562,                0.00406,                0.00406,                0.00406
                     87,                 1.0948,                0.72916,                 1.2375,                0.83992,                0.73894,                0.79641,                0.49748,                 1.3116,                0.86559,                 1.4586,              0.0039893,              0.0039893,              0.0039893
                     88,                 1.0896,                0.71452,                 1.2305,                0.85544,                0.73742,                0.79824,                0.49832,                 1.3084,                0.86546,                  1.454,              0.0039186,              0.0039186,              0.0039186
                     89,                 1.0983,                0.71433,                 1.2376,                0.84512,                0.74082,                0.79736,                0.50198,                 1.3041,                0.86512,                 1.4509,              0.0038479,              0.0038479,              0.0038479
                     90,                 1.0818,                0.71239,                 1.2317,                0.84576,                0.74367,                0.79768,                0.50203,                 1.3025,                0.86452,                 1.4533,              0.0037771,              0.0037771,              0.0037771
                     91,                 1.0876,                0.70512,                 1.2234,                0.84059,                0.74264,                0.79562,                0.50348,                 1.2966,                0.86574,                 1.4507,              0.0037064,              0.0037064,              0.0037064
                     92,                 1.0819,                0.69472,                 1.2215,                0.85597,                0.73658,                0.79884,                0.50528,                 1.2925,                0.86171,                 1.4489,              0.0036357,              0.0036357,              0.0036357
                     93,                  1.072,                0.69301,                 1.2205,                0.84875,                0.73759,                0.79679,                 0.5064,                 1.2853,                0.85614,                 1.4433,               0.003565,               0.003565,               0.003565
                     94,                 1.0636,                0.68352,                 1.2125,                0.84992,                0.74016,                0.79444,                0.50402,                 1.2863,                0.84872,                 1.4467,              0.0034943,              0.0034943,              0.0034943
                     95,                 1.0527,                0.68422,                 1.2054,                0.85422,                0.73619,                0.79238,                0.50241,                 1.2883,                0.85284,                 1.4493,              0.0034236,              0.0034236,              0.0034236
                     96,                 1.0474,                0.67362,                 1.2045,                0.84534,                0.74569,                0.79243,                0.50437,                  1.284,                0.84835,                 1.4449,              0.0033529,              0.0033529,              0.0033529
                     97,                 1.0404,                  0.669,                 1.1993,                0.84557,                0.74873,                0.79367,                0.50267,                  1.277,                0.85034,                 1.4382,              0.0032821,              0.0032821,              0.0032821
                     98,                 1.0365,                0.66125,                 1.2013,                0.85592,                0.74063,                0.78975,                0.50379,                 1.2759,                0.85418,                 1.4375,              0.0032114,              0.0032114,              0.0032114
                     99,                 1.0327,                0.67006,                 1.1943,                0.84211,                0.74569,                0.78415,                0.50303,                 1.2755,                0.85856,                 1.4371,              0.0031407,              0.0031407,              0.0031407
                    100,                 1.0255,                0.66045,                 1.1874,                0.83478,                0.74772,                0.78917,                0.50356,                 1.2767,                0.86275,                 1.4383,                0.00307,                0.00307,                0.00307
                    101,                 1.0068,                0.63904,                 1.1791,                0.82761,                0.75878,                0.78693,                0.50524,                  1.277,                0.86488,                 1.4409,              0.0029993,              0.0029993,              0.0029993
                    102,                 1.0015,                0.63395,                  1.169,                0.82576,                0.75481,                0.78659,                0.50465,                 1.2794,                0.86475,                 1.4441,              0.0029286,              0.0029286,              0.0029286
                    103,                 1.0048,                0.64088,                 1.1739,                0.82787,                0.75684,                0.78588,                0.50408,                 1.2818,                0.86278,                   1.45,              0.0028579,              0.0028579,              0.0028579
                    104,                0.99889,                0.63033,                 1.1714,                0.83225,                0.74975,                0.78516,                0.50705,                 1.2771,                0.86189,                 1.4491,              0.0027871,              0.0027871,              0.0027871
                    105,                0.99119,                0.62955,                 1.1645,                0.83323,                0.75177,                0.78506,                0.50824,                 1.2726,                0.86344,                  1.445,              0.0027164,              0.0027164,              0.0027164
                    106,                  0.984,                0.62196,                 1.1615,                0.83449,                0.75583,                0.78794,                0.50903,                 1.2704,                0.86317,                 1.4432,              0.0026457,              0.0026457,              0.0026457
                    107,                0.97941,                0.61678,                  1.158,                0.83358,                0.75988,                0.78574,                0.50852,                 1.2712,                0.86254,                 1.4451,               0.002575,               0.002575,               0.002575
                    108,                0.97159,                0.62016,                 1.1573,                0.83603,                0.75935,                0.78646,                 0.5097,                 1.2717,                0.86007,                 1.4478,              0.0025043,              0.0025043,              0.0025043
                    109,                0.96851,                0.60928,                  1.154,                0.83383,                0.75583,                0.78649,                0.51111,                 1.2676,                0.86057,                 1.4434,              0.0024336,              0.0024336,              0.0024336
                    110,                0.95971,                0.59766,                 1.1474,                0.83157,                0.75177,                0.78515,                0.51064,                 1.2673,                0.86044,                 1.4429,              0.0023629,              0.0023629,              0.0023629
                    111,                0.95162,                0.59673,                 1.1479,                0.83487,                0.75076,                0.78505,                0.51144,                  1.263,                0.85748,                   1.44,              0.0022921,              0.0022921,              0.0022921
                    112,                0.94265,                0.58245,                 1.1354,                0.83476,                0.75481,                0.78594,                0.51247,                 1.2625,                0.85481,                 1.4406,              0.0022214,              0.0022214,              0.0022214
                    113,                0.93841,                0.58918,                 1.1413,                0.83139,                0.75481,                0.78535,                0.51174,                 1.2637,                0.85411,                  1.441,              0.0021507,              0.0021507,              0.0021507
                    114,                0.93694,                0.58769,                 1.1345,                0.83416,                0.75481,                0.78587,                0.51213,                 1.2662,                  0.848,                 1.4447,                0.00208,                0.00208,                0.00208
                    115,                0.92913,                0.58119,                 1.1304,                0.83755,                0.75785,                0.78638,                0.51182,                 1.2647,                0.84677,                 1.4438,              0.0020093,              0.0020093,              0.0020093
                    116,                0.92307,                0.57071,                 1.1293,                0.84041,                0.75785,                0.78668,                0.51149,                 1.2646,                0.84517,                 1.4458,              0.0019386,              0.0019386,              0.0019386
                    117,                0.92723,                0.56808,                 1.1257,                0.83649,                0.75785,                0.78723,                0.51226,                 1.2633,                0.84635,                 1.4448,              0.0018679,              0.0018679,              0.0018679
                    118,                0.90826,                0.56559,                 1.1183,                0.84006,                0.75481,                0.78769,                0.51408,                 1.2612,                0.84612,                 1.4441,              0.0017971,              0.0017971,              0.0017971
                    119,                0.90818,                0.56735,                 1.1195,                0.83728,                0.75583,                0.78861,                0.51345,                 1.2602,                0.84588,                 1.4447,              0.0017264,              0.0017264,              0.0017264
                    120,                0.90894,                0.55467,                 1.1179,                0.83885,                0.75684,                0.78869,                0.51455,                 1.2601,                0.84513,                 1.4457,              0.0016557,              0.0016557,              0.0016557
                    121,                0.89035,                0.55003,                  1.107,                0.83506,                0.75684,                0.78807,                0.51386,                 1.2588,                0.84557,                 1.4451,               0.001585,               0.001585,               0.001585
                    122,                0.88683,                0.55237,                 1.1082,                0.83613,                0.75785,                0.78726,                 0.5149,                 1.2586,                0.84494,                 1.4464,              0.0015143,              0.0015143,              0.0015143
                    123,                0.87968,                0.53946,                 1.1031,                0.83668,                0.75684,                0.78746,                0.51551,                 1.2573,                0.84474,                 1.4461,              0.0014436,              0.0014436,              0.0014436
                    124,                0.87225,                0.54018,                 1.0964,                0.83469,                0.75713,                0.78726,                0.51637,                 1.2568,                0.84541,                 1.4454,              0.0013729,              0.0013729,              0.0013729
                    125,                0.87285,                0.52958,                 1.0992,                0.83469,                0.75785,                0.78696,                0.51713,                 1.2554,                0.84766,                 1.4448,              0.0013021,              0.0013021,              0.0013021
                    126,                0.86534,                0.52603,                 1.0925,                0.83559,                0.75696,                0.78644,                0.51747,                 1.2555,                0.84605,                 1.4443,              0.0012314,              0.0012314,              0.0012314
                    127,                0.85402,                0.52723,                  1.088,                0.83687,                0.75364,                0.78589,                0.51767,                 1.2552,                 0.8457,                 1.4446,              0.0011607,              0.0011607,              0.0011607
                    128,                0.85308,                0.52321,                 1.0868,                0.83675,                0.75297,                 0.7868,                0.51836,                 1.2538,                 0.8447,                 1.4437,                0.00109,                0.00109,                0.00109
                    129,                0.84368,                0.51503,                 1.0807,                0.83861,                0.75177,                0.78684,                0.51918,                  1.252,                0.84404,                 1.4432,              0.0010193,              0.0010193,              0.0010193
                    130,                0.85636,                0.51973,                 1.0866,                0.83873,                0.75349,                0.78683,                0.51973,                 1.2508,                0.84216,                 1.4434,             0.00094857,             0.00094857,             0.00094857
                    131,                 0.7722,                0.41824,                 1.0303,                0.84499,                0.75113,                0.78698,                0.51966,                 1.2504,                 0.8431,                 1.4434,             0.00087786,             0.00087786,             0.00087786
                    132,                0.75561,                0.40496,                 1.0183,                 0.8458,                0.75177,                0.78687,                0.51924,                 1.2482,                0.84267,                 1.4402,             0.00080714,             0.00080714,             0.00080714
                    133,                 0.7469,                0.40009,                  1.012,                0.84573,                0.75177,                0.78659,                0.51936,                  1.247,                0.84144,                 1.4396,             0.00073643,             0.00073643,             0.00073643
                    134,                0.73912,                  0.397,                 1.0044,                0.84464,                0.75177,                0.78669,                0.51964,                 1.2454,                 0.8416,                 1.4393,             0.00066571,             0.00066571,             0.00066571
                    135,                0.72984,                0.39097,                 1.0057,                0.84386,                0.75016,                0.78656,                0.51918,                 1.2451,                 0.8428,                 1.4396,               0.000595,               0.000595,               0.000595
                    136,                0.71775,                0.38437,                0.99511,                0.84333,                0.74975,                0.78641,                 0.5199,                 1.2449,                0.84315,                 1.4404,             0.00052429,             0.00052429,             0.00052429
                    137,                0.71798,                0.38193,                0.99948,                0.84211,                 0.7511,                0.78654,                0.52079,                 1.2436,                0.84031,                 1.4407,             0.00045357,             0.00045357,             0.00045357
                    138,                0.70706,                0.37689,                0.99202,                0.84205,                0.74975,                0.78547,                0.52058,                 1.2426,                0.84028,                 1.4408,             0.00038286,             0.00038286,             0.00038286
                    139,                0.70098,                0.37407,                0.99106,                0.84173,                0.75076,                0.78476,                0.52002,                 1.2418,                0.83945,                 1.4409,             0.00031214,             0.00031214,             0.00031214
                    140,                0.70018,                0.37435,                0.98514,                0.83944,                0.75481,                0.78508,                0.52005,                 1.2405,                0.83772,                 1.4412,             0.00024143,             0.00024143,             0.00024143
